order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_state
e5cf005255a551709fd938c0c57e3d6a,a35a1b563beadc6e07728160500da9eb,delivered,20-03-2018 12:05,20-03-2018 12:15,21-03-2018 19:23,22-03-2018 21:47,02-04-2018 00:00,SP
36b8c4e12c328ee0e0f34e9ef635852a,4dfa2a81b5f5b9adf8e59557d6aa77c4,delivered,23-02-2018 13:36,27-02-2018 04:31,28-02-2018 23:28,05-03-2018 15:33,15-03-2018 00:00,SP
38568e887b1eeef65756294b42fc8fb3,2b2b27f5bc1d0988ee8d572d56e47f09,delivered,25-04-2017 22:49,27-04-2017 13:10,03-05-2017 13:42,20-05-2017 08:55,18-05-2017 00:00,SP
193714aa21ead814cca06d425c299360,d43a4a97de399626a8a6d2a05c95a185,delivered,13-05-2017 16:43,13-05-2017 16:55,18-05-2017 14:29,26-05-2017 13:03,26-05-2017 00:00,SP
268270567c35e07af0d2f8c8cc978410,4487ca94364334677a4a0d66975cb980,delivered,28-08-2017 22:13,29-08-2017 05:32,29-08-2017 20:20,30-08-2017 20:16,11-09-2017 00:00,SP
2d4d374800502d278ecb156431fd1d59,d4b5658c4c22ce5d33be3d9c867d9b31,delivered,06-04-2018 22:01,06-04-2018 22:15,09-04-2018 15:22,14-04-2018 02:04,30-04-2018 00:00,SP
31026c762ccd760199ad552ea17e0269,25ba518be2faaf1678b183d103fd8bf3,delivered,23-01-2018 20:57,23-01-2018 21:20,29-01-2018 23:59,05-02-2018 21:13,16-02-2018 00:00,PR
5b02e3190400ea2755927d0ee0647d73,a54c000c261e820c31699fe7bd16046f,delivered,14-10-2017 20:53,14-10-2017 21:07,17-10-2017 16:21,21-10-2017 13:22,07-11-2017 00:00,SP
0d01eea244609b22f49983e36c80c89c,45c67588b706be7ea593dd438b449e61,delivered,14-05-2018 11:02,14-05-2018 11:15,16-05-2018 19:00,08-06-2018 15:34,24-05-2018 00:00,SP
6c9b54dfc2bd3e8b9dc0ac5032502cf1,cde19d7bc4cb68d2dd096c813ca524f2,delivered,22-04-2018 15:09,24-04-2018 18:14,24-04-2018 21:49,02-05-2018 15:12,17-05-2018 00:00,MG
2c1a2f921c5be4edef5b3cc5f8e79477,edd297f09df0a4096fd1162bdc7327a8,delivered,23-03-2018 07:33,23-03-2018 07:50,23-03-2018 22:09,10-04-2018 21:42,16-04-2018 00:00,ES
6b8e2ea47563307c21b9041ff13e3d3a,7b85982525589aa280870b2dd3d4fceb,delivered,07-08-2018 13:09,08-08-2018 13:50,10-08-2018 11:35,15-08-2018 18:05,24-08-2018 00:00,MG
2474e13d0d388a471b50fd455057300c,683a8aa7f2d173c62431616f6108efc4,delivered,17-06-2018 19:26,17-06-2018 19:38,19-06-2018 14:20,25-06-2018 15:28,11-07-2018 00:00,RJ
25748bf4790c5ff77d7f5f283fde9129,e4bc111ff6a3672e3fb0a57fe96fa29d,delivered,04-07-2017 18:39,05-07-2017 17:43,06-07-2017 13:54,14-07-2017 18:25,28-07-2017 00:00,PR
76d1d5d9e614ab4fc54310fda49855b2,8bbd3bb0796450a7bea0922e51e3aa6c,delivered,18-09-2017 13:24,18-09-2017 13:35,18-09-2017 21:33,30-09-2017 14:03,06-10-2017 00:00,DF
4f11c536ca6b0a28ea1c7583d6a5df63,c40ea936fccdfb98bffbb794c89d2348,delivered,16-05-2018 09:45,16-05-2018 09:57,05-06-2018 11:41,14-06-2018 14:58,03-07-2018 00:00,RS
ca00c2ba5781124bd9493423de6d8862,dafe240fa4132e5da366caf9f6f9caaf,delivered,10-08-2018 18:09,10-08-2018 18:25,13-08-2018 09:01,17-08-2018 19:50,27-08-2018 00:00,SP
807df0c56461a3ea59823e4144307dd8,c4e4beda841dae55b686660858d7d0e2,delivered,15-07-2017 00:20,15-07-2017 00:35,19-07-2017 20:24,01-08-2017 17:41,16-08-2017 00:00,BA
92e84486f579af569ada10423502d997,d10629372592c7e98e0ee8dcf235637f,delivered,20-06-2018 18:38,22-06-2018 02:58,22-06-2018 12:45,28-06-2018 20:07,20-07-2018 00:00,SP
bcaa7f7240deb32b0410ee6cc085d9b4,829d3ea58fe45816348ab857d059a6ae,delivered,12-08-2018 10:33,13-08-2018 10:30,13-08-2018 15:28,14-08-2018 21:48,20-08-2018 00:00,SP
74d0cc035ccffc33de7a0ef8c429a931,bce05094d02df76af821db9c5df81a35,delivered,05-06-2017 15:16,05-06-2017 15:42,06-06-2017 11:41,19-06-2017 18:08,28-06-2017 00:00,SP
28c35e27d64425be0368e275997f7779,796d054417f0f7134531b6af32578643,delivered,12-01-2018 10:39,12-01-2018 11:08,15-01-2018 17:22,23-01-2018 11:38,05-02-2018 00:00,SP
6858998aecdc09bc7b5a8ec2d79d21ff,7beef6c0644f9402eba0252182e1b608,delivered,01-03-2018 11:12,02-03-2018 02:11,03-03-2018 02:42,13-03-2018 20:51,26-03-2018 00:00,RS
b364561ec1da2bd9c795360c47956c21,ede29b8f9090dbe09b81c45d9ef77792,invoiced,25-07-2017 12:48,25-07-2017 16:55,03-04-2018 02:42,23-03-2018 20:51,10-08-2017 00:00,SP
6e59250a3263ec525190b4625db82da6,67a994ef388769cac17749f83484f047,delivered,27-09-2017 20:20,27-09-2017 20:35,03-10-2017 16:28,09-10-2017 20:03,24-10-2017 00:00,MG
11526907a9d9e94078d44fb1c4abb4ec,16c9179622cbd53ac83895bd09ea73c2,delivered,08-08-2018 00:56,09-08-2018 03:45,09-08-2018 20:33,23-08-2018 01:35,20-08-2018 00:00,RJ
b88097025fac360c0367799f94ab9a66,ad4414a146fc1ca9f666b0d05f289cea,delivered,12-01-2018 20:57,12-01-2018 21:09,16-01-2018 15:57,19-01-2018 13:51,02-02-2018 00:00,SP
b9e191cae053d808e4c2573a0a241dab,d20bb6bc2efe556cf5222d6b177cbbb4,delivered,13-12-2017 00:05,13-12-2017 00:17,13-12-2017 23:35,11-01-2018 14:40,09-01-2018 00:00,RJ
aba9c0c1ee2e5f45591967f4cb01e708,aaf4ae37c35d48ecc202ed358a53ea6f,delivered,07-01-2018 11:12,09-01-2018 07:24,14-02-2018 13:20,07-03-2018 22:08,20-03-2018 00:00,SC
ac8f33e39cd4da19fb975a3b2e1bb57a,f4e1e1a718f0175a94e3afc20da813d7,delivered,03-05-2018 20:08,03-05-2018 20:30,04-05-2018 07:17,10-05-2018 20:22,23-05-2018 00:00,SP
446461e627059dcc66c0d83df1d3fadf,a5501dd3eaffc14bb37c90c70a2099af,delivered,07-05-2018 22:48,07-05-2018 23:12,08-05-2018 08:08,11-05-2018 02:21,21-05-2018 00:00,SP
cca5e85092bfd9c1cb6c4d936cd86ecd,49d3feed347ec8f74aebf675a422a21b,delivered,16-03-2018 16:08,16-03-2018 16:29,20-03-2018 13:42,05-05-2018 12:53,19-04-2018 00:00,RJ
00d88c00221ce96a1cfcaca9f2fceb3b,2726ee187e4908c9683ac2a8a0424af1,delivered,06-03-2018 23:02,06-03-2018 23:15,08-03-2018 20:50,28-03-2018 15:49,28-03-2018 00:00,RJ
1f88dfdb109093f6b629f1e6d75af30c,72ae07582db913432142229f2e1f6701,delivered,26-03-2018 08:35,27-03-2018 08:30,27-03-2018 19:27,09-04-2018 15:06,16-04-2018 00:00,PR
dda8f75fb8054c3ca6c30c815b3afa62,bdfb7a4f3e77fdc21e54e596f2e7189b,delivered,14-03-2018 15:59,14-03-2018 16:10,15-03-2018 16:36,17-03-2018 17:08,26-03-2018 00:00,SP
3186f9e3ece60a4d50fc4dc7ea8ee6e8,edf79999b12e85907461cf678974bb69,delivered,28-05-2017 12:00,28-05-2017 12:10,02-06-2017 16:35,14-06-2017 12:06,28-06-2017 00:00,SC
7aee6dc90a20749566f77e5c34a9c8e9,cafc7ca677c700a6cd857bfc9a1d68ed,delivered,15-04-2017 10:20,15-04-2017 10:30,18-04-2017 14:54,03-05-2017 14:54,12-05-2017 00:00,DF
bda2f04a41788a693faa650bac613441,16c4024b31236bbdb509f655a45b4969,shipped,15-04-2017 17:57,15-04-2017 18:10,18-04-2017 11:53,13-06-2018 20:51,08-05-2017 00:00,SP
17e880ea1c52e7b2c6ac7485147bc060,751afe39178177f80c8df554fed9f53a,delivered,17-11-2017 19:49,17-11-2017 21:10,21-11-2017 17:38,27-11-2017 14:27,06-12-2017 00:00,RJ
1e83365a2599c645e08374e7b16558e6,b84ea048b9f3abfe7253fbe3f96c1933,delivered,18-01-2018 17:17,20-01-2018 09:07,24-01-2018 21:28,31-01-2018 15:27,21-02-2018 00:00,SP
3bc480522832a0e93da7aeced8fcd9a1,a555a5df7cab99101ffe4ee4e349519c,delivered,07-06-2018 18:25,07-06-2018 18:55,11-06-2018 08:25,19-06-2018 17:49,05-07-2018 00:00,RJ
9b961b894e797f63622137ff7eb1c1af,000598caf2ef4117407665ac33275130,delivered,11-08-2018 12:14,11-08-2018 12:25,13-08-2018 14:41,20-08-2018 18:18,06-09-2018 00:00,MG
7e73a37d2876badd7341bc42b0c1ac42,8098f5c7290a32e67f211defcc47528c,delivered,25-04-2018 08:38,25-04-2018 08:52,25-04-2018 19:05,26-04-2018 22:58,04-05-2018 00:00,SP
1ed7a9f105bb93051eb43d410118a2f1,52d598f0c12d5b6e3e692560e34ec0bd,delivered,19-06-2018 11:38,19-06-2018 11:58,20-06-2018 16:57,03-07-2018 17:52,12-07-2018 00:00,SP
06a6627d9cc91a04e9d146bf65fee0a2,61449fa1b8b8998c9c3f3a7f0ae954ef,delivered,16-07-2017 10:27,16-07-2017 10:35,18-07-2017 12:34,21-07-2017 19:59,04-08-2017 00:00,SP
70b125b1e127de57a1145f484705786c,0f6798f2376fb8eb072c4954e4650bf7,delivered,16-07-2017 19:32,16-07-2017 19:45,19-07-2017 18:57,04-08-2017 17:46,10-08-2017 00:00,ES
ed290fabcd8f57622249dcd888cb4ba5,4b7cc6a668f938434efccce03496ea7c,delivered,23-03-2017 11:56,23-03-2017 13:03,24-03-2017 13:36,27-03-2017 17:14,04-05-2017 00:00,RS
1c75d337e19f5c35ad9fd80d51153208,4dff08f22a5b8992c54b951f8fbc6885,delivered,28-01-2018 20:51,28-01-2018 21:18,30-01-2018 02:19,06-02-2018 20:22,26-02-2018 00:00,RJ
7c7dc1f3affc0d38b97ea22a8aeedb82,1fc29088df4d8add848a6b7304f7a9e0,delivered,27-05-2018 13:02,27-05-2018 13:15,29-05-2018 11:32,09-06-2018 14:32,29-06-2018 00:00,RJ
f099e6fb7d901d838db4dfd5f2bfe249,8a45db04a785a6086103d0bc795f74a6,delivered,24-01-2018 13:03,25-01-2018 02:58,29-01-2018 21:18,03-02-2018 15:53,16-02-2018 00:00,SP
02b73712c7944322d0b5a314f2424ee4,d9778e3e408e8c54bdb818ab6bdccc39,delivered,16-09-2017 10:25,16-09-2017 11:03,18-09-2017 18:03,26-09-2017 21:42,06-10-2017 00:00,RJ
7e4ac7e51f277ac8bd918f82063b20d8,c43d980ae6e52210ecdbfcf8e763f267,delivered,14-06-2017 14:26,14-06-2017 14:42,16-06-2017 07:29,23-06-2017 11:19,07-07-2017 00:00,PR
f9ada76953fa490d8a254d2e28f353ac,eba8cd1e506b37f221a66abbcec58f80,delivered,23-03-2018 13:53,23-03-2018 14:15,27-03-2018 18:16,07-05-2018 20:48,12-04-2018 00:00,SP
320eb048096c018a52cf175bb6630898,a3b2123ace561fa7e65d08ebfea6c819,delivered,09-10-2017 23:01,09-10-2017 23:14,10-10-2017 20:52,07-11-2017 20:34,10-11-2017 00:00,MT
ae0c90acc567c5caed29567429c341c4,3095dd80e5ee3e7f16667ca2af5d7f7e,delivered,29-07-2018 12:48,29-07-2018 13:24,30-07-2018 07:59,02-08-2018 22:38,08-08-2018 00:00,DF
78a56ea994a32c5627609c929276b3c0,03f2fce950d12e18b97760794a8d8994,delivered,18-07-2018 14:52,19-07-2018 03:05,19-07-2018 10:32,21-07-2018 15:05,02-08-2018 00:00,MG
67a98da3237e4b4d8d359f32a49bb209,6164f45c309a294c6835a4c8dd5ab0a4,delivered,02-08-2018 12:04,02-08-2018 12:50,03-08-2018 07:44,14-08-2018 23:11,27-08-2018 00:00,AL
41bf1169cb9e21c201df1aedbcdb6b1f,eb49614e45790ac166f91bcbcc1a9014,delivered,08-02-2017 17:25,08-02-2017 17:35,09-02-2017 14:37,15-02-2017 10:24,21-03-2017 00:00,AM
5e52347cf930a594b49921ee25d22742,9745530bf7ae3bd09df91feac9b7b827,delivered,27-02-2018 18:40,28-02-2018 18:35,01-03-2018 20:17,27-03-2018 01:48,19-03-2018 00:00,SP
0417c9ab9d789459e660e8d325ce4a6a,d5f406fffe58d33efe48566eba1b6537,delivered,25-06-2018 08:27,25-06-2018 08:38,25-06-2018 11:04,27-06-2018 15:52,12-07-2018 00:00,SP
60180f4646c22066c948bddfa24cb0c7,34b00598403adaca9fad22b7d6ceb960,delivered,06-01-2018 11:05,06-01-2018 11:19,09-01-2018 23:35,10-01-2018 20:14,24-01-2018 00:00,SP
740f8abb6f201b7c667c76ec32c2a94b,22498777e8676fd97e50612eb6bfbc59,delivered,28-07-2018 18:16,30-07-2018 08:31,30-07-2018 12:08,15-08-2018 12:09,14-09-2018 00:00,AM
6a5586aef88bff8c258fec8c11a31e07,cdfc52019bb0d9ad47cddf2ed52ed2f8,delivered,31-07-2018 21:13,31-07-2018 21:30,01-08-2018 11:45,09-08-2018 16:17,23-08-2018 00:00,BA
2adcc6d21c5ae646d76e2a62e1388eb4,e7cacd890ee7f47989b72a93b50ba5ad,delivered,08-08-2018 23:41,10-08-2018 03:25,10-08-2018 15:08,23-08-2018 16:36,17-09-2018 00:00,CE
f91dcb4d9c1f886ee0e187dba0de6828,d7e97bb9c2ea415d1b1d1178198048a5,delivered,06-06-2018 16:23,06-06-2018 16:55,07-06-2018 14:09,08-06-2018 19:57,03-07-2018 00:00,SP
4ff146e64dba229dfd00df19d2cbb570,3e8ea3c116928475eb1069b79e6295b2,delivered,15-05-2017 20:14,17-05-2017 04:02,17-05-2017 14:42,09-06-2017 13:27,14-06-2017 00:00,AL
b05bd539cf70694e3270a23f22156f3a,1fd86c615df86be8983b0ed134d3d23d,delivered,03-07-2017 11:52,04-07-2017 11:55,07-07-2017 19:12,20-07-2017 14:51,21-07-2017 00:00,SP
7ab6cfd1c7de48039c6385422df7dce2,10054c55fa5243fc0c2298e46d9e1a30,delivered,21-08-2017 18:18,23-08-2017 02:50,23-08-2017 19:16,05-09-2017 17:48,15-09-2017 00:00,DF
9b05dfd13ccb8d6f602035dfafa632fc,7c9321054f8122ac17e67d6c0c2a36d1,delivered,12-06-2017 20:31,13-06-2017 03:50,14-06-2017 13:52,17-06-2017 12:03,26-06-2017 00:00,SP
996a763f13df13d00d9d9fd94f29f619,def0f35e7eeaf2031d59dcca9bd56bc6,delivered,21-06-2018 16:50,21-06-2018 18:20,22-06-2018 12:58,28-06-2018 20:04,20-07-2018 00:00,PR
90c086a01b85684eb03d4f7b99d95501,335a327d8f2f15e0cc36a493218b1c30,delivered,27-03-2017 01:10,27-03-2017 01:22,27-03-2017 08:22,04-04-2017 17:22,20-04-2017 00:00,RJ
d5de523ef823dfdb68b1509abd0f64f2,311f42c5d087ceb28e115741e1087d03,delivered,16-05-2018 15:22,16-05-2018 15:59,18-05-2018 14:40,22-05-2018 22:42,01-06-2018 00:00,SP
71c2f084ed7e2c16263645a8e9d81a7c,4081747bb8bcea89ad6a14e22c6baaaf,delivered,03-04-2018 17:23,03-04-2018 17:35,04-04-2018 19:54,05-04-2018 21:03,13-04-2018 00:00,SP
1e1a6b58ec84f9f80db12fa7a237eae0,9f201bc45ce7cb8b9f19d5518233b98f,delivered,04-04-2018 02:08,04-04-2018 02:28,06-04-2018 20:52,16-04-2018 20:42,20-04-2018 00:00,SP
ee5e59dd35aa71f46adcd545eee0c87e,28f59fee437471a527e0e47e766f4f59,delivered,13-07-2017 11:22,13-07-2017 11:35,13-07-2017 20:02,18-07-2017 18:48,02-08-2017 00:00,SP
d0f5d1785b4b1dd03967007b09457903,a8b1da1c1ea9d60a78b2c7efc08a9789,delivered,09-03-2018 20:47,09-03-2018 21:28,12-03-2018 18:18,23-03-2018 00:27,27-03-2018 00:00,SP
cd2e4d6d0b853db1cad25cd418d04ae3,a12c7d650184df118001b3cebaf3b150,delivered,03-02-2018 16:17,03-02-2018 16:29,07-02-2018 21:16,14-02-2018 18:05,01-03-2018 00:00,SP
2ad4df0af7a71d632dccc0129bee3268,915ce1e45a3b10fb61f5d32924bdb7f6,canceled,30-07-2018 12:04,30-07-2018 18:31,08-11-2018 18:52,08-05-2018 17:09,02-08-2018 00:00,SP
4ef1fb511f57ffa4b73140b0ac2d1908,0b0d7d1cf1fe43bd5ecafafb0e92e15c,delivered,12-03-2018 17:02,12-03-2018 17:10,13-03-2018 21:38,20-03-2018 22:05,03-04-2018 00:00,MG
e9ec3efbf0e86ef6cbb3d7ad4010314b,479352e00cdace27c97cbfeef285327d,delivered,31-03-2018 22:03,03-04-2018 05:49,03-04-2018 19:54,12-04-2018 22:22,18-04-2018 00:00,SP
b5520058eae8480710f67d8124db1606,b5bd92785c8011898bf80b794823e960,delivered,22-03-2018 14:03,23-03-2018 02:15,23-03-2018 19:33,03-04-2018 19:48,12-04-2018 00:00,DF
86cd00e7c37e87a8a2204f3e3266e85b,0a6c498b077e72120f5bb62c3a1c2c0e,delivered,02-04-2018 18:48,02-04-2018 19:07,04-04-2018 17:36,07-04-2018 01:26,12-04-2018 00:00,RS
e73a10858b70339917af3b108236c820,a89d0a244eb36392521d02b1d5e173fc,delivered,04-04-2018 18:31,05-04-2018 18:27,07-04-2018 01:22,24-04-2018 13:59,26-04-2018 00:00,MT
d54005052afdbf06d7a1d39cc9e45f92,9ac5cdcba84c5425f84b159685728624,delivered,14-03-2017 22:44,14-03-2017 22:44,20-03-2017 14:03,08-04-2017 01:38,17-04-2017 00:00,SC
7ab2b693aebb8e032fc16f9c75051fdc,10dd2ea9384e83d9cde6177042b4b55d,delivered,20-02-2018 22:13,20-02-2018 22:27,01-03-2018 15:14,11-04-2018 21:15,23-03-2018 00:00,CE
6f43cd0209ce17439e6932a20c573704,789df5e1338821d6e3630f9c0046b982,delivered,06-05-2018 19:56,07-05-2018 09:56,08-05-2018 14:04,16-05-2018 13:43,06-06-2018 00:00,PE
475ff6348f62b515f96894937c01358d,7bf8183e6301c1bc4f8b012752f50749,delivered,27-12-2017 22:06,27-12-2017 22:17,28-12-2017 18:13,05-01-2018 13:39,26-01-2018 00:00,SP
613ea91cb4b6b072a114ef3e5e9b6227,804101df19b9e3e6be806314f23892ce,delivered,28-06-2018 12:36,28-06-2018 12:50,02-07-2018 12:27,05-07-2018 18:12,19-07-2018 00:00,SP
de3e0df5f571319433fe7a4843f90587,9797f235d77daa2d4bb88ad6a848497d,delivered,20-06-2017 21:03,20-06-2017 21:15,23-06-2017 12:52,27-06-2017 21:57,10-07-2017 00:00,SP
216c576eda21cb85b7b30d4668db4f91,b035aa8a03a453b62a62d1521ab965d9,delivered,22-03-2018 14:33,22-03-2018 14:50,23-03-2018 21:03,25-03-2018 20:26,04-04-2018 00:00,SP
6c9f4896350c87c2f785b1b8be767748,fe9d20bab93bc661ba9037d5bde82cc4,shipped,21-08-2017 18:57,22-08-2017 04:27,23-08-2017 16:14,08-01-2018 15:09,01-09-2017 00:00,SP
c92c52fc8165c38e21adf26ffcf62028,13f1c2d6b9a507bb66e4cae829635936,delivered,29-04-2017 21:56,03-05-2017 11:34,03-05-2017 12:11,12-05-2017 11:10,24-05-2017 00:00,SP
88af1e29bb0ae20c379da31875a94806,e4a07e0acbf6db3487faa3b2932cb400,delivered,13-05-2018 15:43,14-05-2018 15:35,15-05-2018 14:24,22-05-2018 15:37,06-06-2018 00:00,RJ
3c31676dda1c2731a56d31f4157f72b4,59fa4d3923b20aed0ae89cc86febe83d,delivered,10-07-2017 09:21,11-07-2017 09:25,11-07-2017 18:55,14-07-2017 17:34,01-08-2017 00:00,SP
e5daa600c317dd1854619b456f89fc1b,94b6aa1f152173976f523dfc04cd11fa,delivered,21-06-2018 22:45,23-06-2018 02:36,28-06-2018 14:31,03-07-2018 07:07,17-07-2018 00:00,SP
614aa8cf398f41bad8fdb0b0927c014a,ca6187373928f3f6a481bbfa1626b72a,delivered,23-11-2017 13:21,23-11-2017 13:33,27-11-2017 15:09,02-12-2017 13:16,15-12-2017 00:00,ES
0acc21fa1eb63678e12042b84f8f9d49,082d62ce77055d3e52dcd10c1e2ddd2d,delivered,23-08-2018 12:32,23-08-2018 12:45,23-08-2018 13:38,29-08-2018 19:57,18-09-2018 00:00,GO
3497aadef2eac5ac0ae7f3a3aec00930,ee9814ba62951e233b76a8f52dd0dcd2,delivered,05-05-2017 17:00,05-05-2017 17:15,09-05-2017 08:12,18-05-2017 13:40,31-05-2017 00:00,SP
8ec2459624c9335e600e5b6fa15f3a35,d50c63251aae8100b82731720ee256e4,delivered,22-08-2017 07:59,23-08-2017 02:56,24-08-2017 19:33,25-08-2017 18:45,04-09-2017 00:00,SP
7c0bdaba8498278860946b0083d258b8,14d6fbd0e24a806c339738b8f3801e0a,delivered,25-07-2017 00:13,26-07-2017 02:25,28-07-2017 15:10,31-07-2017 22:39,14-08-2017 00:00,SP
771fc969d198bd5102b42e8d8db12364,c78bc72d6f37cf261d7a381fda4bcc82,delivered,12-11-2017 09:22,12-11-2017 09:35,14-11-2017 21:39,24-11-2017 18:11,12-12-2017 00:00,PR
21f088502aca17fa9e009f1fefdf6e21,4d9205387c3f51e4de2547ed1ba62a52,delivered,19-05-2017 14:05,19-05-2017 14:22,19-05-2017 16:21,22-05-2017 10:04,12-06-2017 00:00,RJ
bfdd803339c3236164d4fda73c95f5c2,0879e009db1e47cc3e144dd67b38b4f2,delivered,30-07-2018 16:06,30-07-2018 18:31,31-07-2018 13:45,09-08-2018 17:28,15-08-2018 00:00,MG
c906b3161de4c9e7c323e68c831f35b1,cf63353e83a977b59f69e36894e21074,delivered,26-04-2018 06:16,28-04-2018 03:32,03-05-2018 18:59,04-05-2018 21:51,15-05-2018 00:00,SP
54f035e8fe3aed77e2f08fe415f0fc11,c2c57f3857ae54ec7a8bfad01d7e9834,delivered,18-05-2018 07:54,18-05-2018 08:14,18-05-2018 09:11,08-06-2018 12:06,08-06-2018 00:00,RJ
fcb1e2586649d5835b9d01200905a76c,5c0a1e095bb3f9c4d9e64b4a0d597923,delivered,22-03-2018 15:59,22-03-2018 16:50,23-03-2018 20:41,02-04-2018 18:47,10-04-2018 00:00,SP
21d8497f62e0a7a9a219af444cbd2b28,05c3bc7f2c3c3a45c39595a46c76ad58,delivered,15-06-2018 20:40,18-06-2018 06:59,29-06-2018 11:05,24-07-2018 15:48,01-08-2018 00:00,PB
7c0010171d4d583d7f4d87894d7b6973,f6b8a8fce4bbc55bb21168230e1ae579,delivered,14-02-2018 22:42,16-02-2018 07:50,21-02-2018 06:16,21-03-2018 16:37,20-03-2018 00:00,RS
bcdfe27f47e1b9e9cce4d8c2e54566ed,da55569eaa5bc38798b9c9fd67eac4fb,shipped,01-04-2018 11:55,01-04-2018 12:47,02-04-2018 18:21,13-03-2018 20:51,20-04-2018 00:00,SP
f410117aed616ae1d64d58779397161b,f937f9c4e3a73d5b981f233af9b27f49,delivered,19-01-2018 17:27,19-01-2018 17:42,25-01-2018 21:44,22-02-2018 15:52,20-02-2018 00:00,RS
15c8f741c0b7deafafea8af0f7bb6852,5fad1aa86a421b1f437e75c419d9c5e8,delivered,02-04-2018 21:44,02-04-2018 22:09,04-04-2018 21:47,09-04-2018 21:44,23-04-2018 00:00,SP
a6d306fdfa4582a936be85949cf98a50,432f2e83c75cd332b78bf80f85c4b9d8,delivered,17-08-2018 10:48,18-08-2018 10:50,20-08-2018 09:46,29-08-2018 19:51,06-09-2018 00:00,SC
2ab77939476b7300425fb6a02125579f,d908de57bb9370416fbd7abac952e69a,delivered,22-08-2017 13:05,22-08-2017 13:16,24-08-2017 12:43,28-08-2017 17:49,12-09-2017 00:00,SP
21e66217f32d0775592d587a9cee5860,ce40bdf89725ab732c923660e1e3c932,delivered,10-04-2017 11:36,11-04-2017 03:55,11-04-2017 08:55,13-04-2017 15:26,02-05-2017 00:00,SP
5ff137f6691adb19932f45cced2cdc80,c2f5a75a0745dbdfbd79b6b925dc6ad2,delivered,17-07-2018 17:24,18-07-2018 02:41,18-07-2018 13:41,23-07-2018 16:03,31-07-2018 00:00,SP
d65b5ecfd3118aed9c5a08d68ebb1406,e482270e1e3f5096fde4144bae1d5d24,delivered,13-11-2017 22:51,13-11-2017 23:10,14-11-2017 18:14,25-11-2017 14:26,12-12-2017 00:00,BA
109294a0d68947b6b49c0a59a8f951cd,8ae959794f60d02d60abaaeae9628760,delivered,13-06-2018 09:53,13-06-2018 10:19,15-06-2018 11:29,16-06-2018 15:07,25-06-2018 00:00,SP
63adcb46ebc32b89a37861d78ca41f93,fd53396e81cfe5bb3ec963ed87b6b2fd,delivered,24-11-2017 16:10,24-11-2017 20:13,27-11-2017 18:48,08-12-2017 20:18,14-12-2017 00:00,RJ
